,nama_usaha,jenis_usaha,alamat,kelurahan,kecamatan,ada_nib,tidak_ada_nib,jumlah_karyawan_L,jumlah_karyawan_P,total_jumlah_karyawan,tahun,
902,Bakso & Mie Ayam,Warung,Jl. Indrakila RT. 29 No. 46,Gn. Samarinda,Balikpapan Utara,x,v,1,1,2,2021,
903,Warung Ibu Ranis,Warung,Jl. Indrakila No. 51 RT. 27,Gn. Samarinda,Balikpapan Utara,x,v,0,3,3,2021,
904,Hidangan Nusantara Prasmanan,Warung,Jl. Indrakila No. 36 RT. 27,Gn. Samarinda,Balikpapan Utara,x,v,0,1,1,2021,
905,Ok Pepes Beruang,Warung,Jl. Indrakila Strat 3 No. 27,Gn. Samarinda,Balikpapan Utara,v,x,1,1,2,2021,
906,Warung 88,Warung,Jl. Indrakila Strat 3 No. 1,Gn. Samarinda,Balikpapan Utara,v,x,1,1,2,2021,
907,Moro Seneng,Warung,Jl. Indrakila III RT. 24 No. 67,Gn. Samarinda,Balikpapan Utara,x,v,0,1,1,2021,
908,Bro Chicken Ayam Geprek,Warung,Jl. Indrakila Strat 3,Gn. Samarinda,Balikpapan Utara,v,x,1,2,3,2021,
909,Doel'S Chicken Ayam Geprek,Warung,Jl. Indrakila RT. 24 No. 11,Gn. Samarinda,Balikpapan Utara,v,x,1,6,7,2021,
910,Warung Julak Banjar,Warung,Jl. Indrakila III No. 37 RT. 25,Gn. Samarinda,Balikpapan Utara,x,v,0,1,1,2021,
911,Abu Chicken,Warung,Jl. Indrakila Start 3 RT. 30 No. 18,Gn. Samarinda,Balikpapan Utara,x,v,1,0,1,2021,
912,Warung Mbok Nyem,Warung,Jl. Indrakila RT. 56 No. 48,Gn. Samarinda,Balikpapan Utara,v,x,0,1,1,2021,
913,Warkop Ghani,Warung,Jl. Indrakila Strat III RT. 33 No. 41,Gn. Samarinda,Balikpapan Utara,x,v,0,1,1,2021,
914,Angkringan Aji Firman,Warung,Jl. Indrakila No. 7,Gn. Samarinda Baru,Balikpapan Utara,v,x,1,1,2,2021,
915,Warung Tombok Kangen,Warung,Jl. Indrakila (Sebelah Tribun),Gn. Samarinda Baru,Balikpapan Utara,x,v,0,2,2,2021,
916,Wonted,Warung,Jl. Indrakila (sebelah tribun) RT. 3,Gn. Samarinda Baru,Balikpapan Utara,x,v,1,2,3,2021,
917,Warung Rika,Warung,Jl. Indrakila RT. 3 Strat 3,Gn. Samarinda Baru,Balikpapan Utara,x,v,1,1,2,2021,
918,Bakso & Mie Ayam Ceker Jebul,Warung,Jl. Indrakila RT. 3 Strat 3,Gn. Samarinda Baru,Balikpapan Utara,v,x,0,1,1,2021,
919,Warung Vina Tulungagung,Warung,Jl. Indrakila RT. 3 No. 2,Gn. Samarinda Baru,Balikpapan Utara,v,x,0,2,2,2021,
920,Warung H. Ali/Lisa,Warung,Jl. Indrakila No. 02,Gn. Samarinda Baru,Balikpapan Utara,x,v,1,1,2,2021,
921,Bakso Millenium,Warung,Jl. Indrakila Strat 3 Dalam,Gn. Samarinda Baru,Balikpapan Utara,v,x,3,0,3,2021,
922,Warung Fany,Warung,Jl. Indrakila RT.4 No. 5,Gn. Samarinda Baru,Balikpapan Utara,x,v,0,1,1,2021,
923,"Ayam Geprek ""99""",Warung,Jl. Indrakila RT. 4 No. 8,Gn. Samarinda Baru,Balikpapan Utara,v,x,1,0,1,2021,
924,Gado-Gado Bu Yendra Wijaya,Warung,Jl. III Kampung Timur,Gn. Samarinda Baru,Balikpapan Utara,x,v,0,1,1,2021,
925,Warung Kediri,Warung,Jl. Indrakila RT. 04 No. 12,Gn. Samarinda Baru,Balikpapan Utara,v,x,0,2,2,2021,
926,Kedai Skr,Warung,Jl. Indrakila Kampung Timur No. 17 I,Gn. Samarinda Baru,Balikpapan Utara,v,x,1,0,1,2021,
927,Warung Mandiri,Warung,Jl. Indrakila RT. 43,Gn. Samarinda Baru,Balikpapan Utara,v,x,0,1,1,2021,
928,Bakso Solo Handayani,Warung,Jl. Indrakila III No. 109,Gn. Samarinda ,Balikpapan Utara,v,x,1,0,1,2021,
929,Nasi Goreng Geprek,Warung,Jl. Indrakila RT. 55 Kampung Timur,Gn. Samarinda ,Balikpapan Utara,v,x,3,0,3,2021,
930,Mie Ayam Bakso,Warung,Jl. Indrakila RT. 55 No. 30 Kampung Timur,Gn. Samarinda ,Balikpapan Utara,x,v,1,1,2,2021,
931,Warung Andalas,Warung,Jl. Indrakila Kampung Timur,Gn. Samarinda Baru,Balikpapan Utara,x,v,0,1,1,2021,
932,Ayam Geprek Blora,Warung,Jl. Indrakila RT. 35,Gn. Samarinda Baru,Balikpapan Utara,v,x,1,0,1,2021,
933,Warung Murah Berkah Mba Fanny,Warung,Jl. Indrakila RT. 3 No. 107,Gn. Samarinda ,Balikpapan Utara,x,v,0,1,1,2021,
934,Warung Cak Bajol,Warung,Jl. Indrakila Strat 3,Gn. Samarinda ,Balikpapan Utara,v,x,3,0,3,2021,
935,Nasi Goreng Arema,Warung,Jl. Indrakila Strat 3 RT. 33 No. 134,Gn. Samarinda ,Balikpapan Utara,x,v,1,0,1,2021,
936,Warung H. Sulis,Warung,Jl. Indrakila No. 35 RT. 30,Gn. Samarinda ,Balikpapan Utara,x,v,0,1,1,2021,
937,Warung Mami Inces,Warung,Jl. Indrakila Strat III,Gn. Samarinda ,Balikpapan Utara,v,x,0,1,1,2021,
938,Kedai Ijo Uti,Warung,Jl. Indrakila Strat III RT. 16 No. 47,Gn. Samarinda ,Balikpapan Utara,x,v,0,2,2,2021,
939,Warung Pakde,Warung,Jl. Indrakila Strat 3,Gn. Samarinda ,Balikpapan Utara,x,v,1,3,4,2021,
940,Bakso Gendon,Warung,Jl. Indrakila (depan SMK 2),Gn. Samarinda ,Balikpapan Utara,v,x,9,0,9,2021,
941,Bubur Ayam Bandung The Enuy,Warung,Jl. Indrakila Strat 3 No. 68 RT. 24,Gn. Samarinda ,Balikpapan Utara,x,v,0,1,1,2021,
942,Soto Banjar Spesial & Sate Ayam,Warung,Jl. Indrakila Strat 3 RT. 24 No. 11,Gn. Samarinda ,Balikpapan Utara,v,x,1,8,9,2021,
943,Ladziidza Food,Warung,Jl. Indrakila RT. 58 No.2,Gn. Samarinda ,Balikpapan Utara,x,v,2,2,4,2021,
944,Warung Gandul,Warung,Jl. Indrakila III RT. 32 No. 20,Gn. Samarinda ,Balikpapan Utara,v,x,1,1,2,2021,
945,Warung Slg Kediri,Warung,Jl. Indrakila Strat 3,Gn. Samarinda Baru,Balikpapan Utara,x,v,1,2,3,2021,
946,Mie Ayam & Bakso Mas Lucky,Warung,Jl. Indrakila Strat 3,Gn. Samarinda ,Balikpapan Utara,v,x,1,1,2,2021,
947,Warung Prasmanan Bu Lulu,Warung,Jl. Indrakila Strat 3,Gn. Samarinda ,Balikpapan Utara,x,v,0,4,4,2021,
948,"Warung Ayam Goreng Kalasan, Soto Kikil",Warung,Jl. Indrakila No. 10 RT. 35,Gn. Samarinda Baru,Balikpapan Utara,x,v,0,4,4,2021,
949,Alfa Beta Qq 88,Warung,Jl. Indrakila Kampung Timur RT. 30 NO. 8,Gn. Samarinda Baru,Balikpapan Utara,v,x,0,3,3,2021,
950,Warung Blitar,Warung,Jl. Wonorejo Kampung Timur No. 6,Gn. Samarinda Baru,Balikpapan Utara,v,x,0,1,1,2021,
951,Arema,Warung,Jl. Indrakila,Gn. Samarinda Baru,Balikpapan Utara,v,x,1,0,1,2021,
952,Putra Lamongan,Warung,Jl. Indrakila Kampung Timur,Gn. Samarinda Baru,Balikpapan Utara,v,x,1,1,2,2021,
953,"Tahu Tek"" Langgeng",Warung,Jl. Indrakila Kampung Timur No. 78,Gn. Samarinda Baru,Balikpapan Utara,x,v,1,0,1,2021,
954,Bakso Kolor Ijo,Warung,Jl. Indrakila No. 107,Gn. Samarinda Baru,Balikpapan Utara,v,x,4,0,4,2021,
955,Warung Que,Warung,Jl. Strat III dalam RT. 32 No. 105,Gn. Samarinda Baru,Balikpapan Utara,x,v,0,1,1,2021,
956,Warung Bebek Surabaya Pak Kris,Warung,Jl. Indrakila RT. 04,Gn. Samarinda Baru,Balikpapan Utara,v,x,2,0,2,2021,
957,Warung Soto,Warung,Jl. Indrakila,Gn. Samarinda Baru,Balikpapan Utara,x,v,0,1,1,2021,
958,Warung Cethe Tulungagung,Warung,Jl. Indrakila Kampung Timur,Gn. Samarinda Baru,Balikpapan Utara,v,x,1,0,1,2021,
959,Bakso Jj Indrakila,Warung,Jl. Indrakila No. 11,Gn. Samarinda Baru,Balikpapan Utara,x,v,0,2,2,2021,
960,Master Plan,Warung,Jl. Indrakila Kampung Timur,Gn. Samarinda Baru,Balikpapan Utara,x,v,2,0,2,2021,
961,Depot Tendy Wijaya,Warung,Jl. Soekarno Hatta,Gn. Samarinda ,Balikpapan Utara,x,v,0,1,1,2021,
962,Warung Wong Malang,Warung,Jl. DI Panjaitan No. 7,Muara Rapak,Balikpapan Utara,x,v,2,2,4,2021,
963,Warung Kopi Darling Cuy,Warung,Jl. III RT. 32 No. 25,Gn. Samarinda ,Balikpapan Utara,x,v,0,1,1,2021,
964,King Kerang,Warung,Jl. Wonorejo No. 81 B RT. 36,Gunung Samarinda Baru,Balikpapan Utara,x,v,0,1,1,2021,
965,Soto Kwali Seger,Warung,Jl. Indrakila,Gn. Samarinda Baru,Balikpapan Utara,x,v,0,1,1,2021,
966,Nasi Goreng D'Borju,Warung,Jl. Indrakila RT. 32,Gn. Samarinda Baru,Balikpapan Utara,x,v,1,0,1,2021,
967,Warung Heri Beken,Warung,Jl. Indrakila Kampung Timur,Gn. Samarinda Baru,Balikpapan Utara,v,x,1,1,2,2021,
968,Dapoer Bu Na,Warung,Jl. Indrakila No. 100 A,Gn. Samarinda Baru,Balikpapan Utara,x,v,0,2,2,2021,
969,Warung Bu Ser,Warung,Jl. Indrakila,Gn. Samarinda Baru,Balikpapan Utara,v,x,0,1,1,2021,
970,"Mie Ayam Bangka ""78""",Warung,Bengkerai Hills No. 1 BK.2,Gn. Samarinda ,Balikpapan Utara,x,v,0,1,1,2021,
971,Warung Uun 88,Warung,Komp. WIKA,Gn. Samarinda ,Balikpapan Utara,x,v,0,1,1,2021,
972,Simpang Raya Indah,Warung,Komp WIKA Ruko No. 35,Gn. Samarinda ,Balikpapan Utara,v,x,1,0,1,2021,
973,Angkringan Laperpool,Warung,Jl. Indrakila Kampung Timur,Gn. Samarinda Baru,Balikpapan Utara,v,x,2,0,2,2021,
974,Ayam Geprek Mas Eko,Warung,Jl. Pattimura,Batu Ampar,Balikpapan Utara,x,v,1,2,3,2021,
975,Warung Panjang,Warung,Jl. Pattimura No. 17 RT. 26,Batu Ampar,Balikpapan Utara,v,x,0,3,3,2021,
976,Warung Hidangan Siang Malam,Warung,Jl. Pattimura RT. 48,Batu Ampar,Balikpapan Utara,v,x,0,1,1,2021,
977,Warung Pale Gondrong,Warung,Jl. Pattimura RT. 48 No. 69,Batu Ampar,Balikpapan Utara,x,v,4,0,4,2021,
978,Warung Rindu,Warung,Jl. Pattimura RT. 42,Batu Ampar,Balikpapan Utara,x,v,0,1,1,2021,
979,Ayam Bakar Terminal,Warung,Jl. Pattimura RT. 42,Batu Ampar,Balikpapan Utara,v,x,3,0,3,2021,
980,Warung Jawa,Warung,Jl. Pattimura Blok D8 RT. 28 No. 11,Batu Ampar,Balikpapan Utara,x,v,0,1,1,2021,
981,Dapoer Mak Ndut,Warung,Jl. Cendana No. 1 RT. 43,Batu Ampar,Balikpapan Utara,x,v,0,2,2,2021,
982,Warung Soto Lamongan,Warung,Jl. Pattimura RT. 26,Batu Ampar,Balikpapan Utara,x,v,0,1,1,2021,
983,Warkop Daeng 3,Warung,Jl. Pattimura,Batu Ampar,Balikpapan Utara,x,v,1,0,1,2021,
984,Mie Ayam Bakso Solo Mas Tukiyo,Warung,Jl. Pattimura RT. 26 No. 14,Batu Ampar,Balikpapan Utara,x,v,3,0,3,2021,
985,Warung Rayyan,Warung,Jl. Pattimura RT. 48 No. 136,Batu Ampar,Balikpapan Utara,x,v,0,1,1,2021,
986,Warung Biru,Warung,Jl. Pattimura RT. 48,Batu Ampar,Balikpapan Utara,x,v,0,1,1,2021,
987,Kedai Bonny,Warung,Jl. Pattimura (depan perumahan sosial),Batu Ampar,Balikpapan Utara,v,x,2,0,2,2021,
988,Warung Makan Wildan,Warung,Jl. Pattimura RT. 74,Batu Ampar,Balikpapan Utara,x,v,0,1,1,2021,
989,Warung Kediri,Warung,"Jl. Soekarno Hatta KM 1,5",Gn. Samarinda ,Balikpapan Utara,x,v,1,0,1,2021,
990,Soto Ayam Lamongan,Warung,Jl. Pattimura No. 154 RT. 48,Batu Ampar,Balikpapan Utara,x,v,1,1,2,2021,
991,Warung Bu Yeni,Warung,Jl. Pattimura No. 23 RT. 74,Batu Ampar,Balikpapan Utara,v,x,0,3,3,2021,
992,Soto Ayam Afina,Warung,"Jl. Soekarno Hatta Km 2,5",Gn. Samarinda ,Balikpapan Utara,v,x,0,1,1,2021,
993,Warung Ma'Ruf,Warung,"Jl. Soekarno Hatta Km 2,5",Gn. Samarinda ,Balikpapan Utara,x,v,1,0,1,2021,
994,Soto Ayam Lamongan,Warung,"Jl. Soekarno Hatta KM 2,5 RT. 48 No. 15",Gn. Samarinda ,Balikpapan Utara,x,v,1,0,1,2021,
995,Depot Ummu Zulfa,Warung,"Jl. Soekarno Hatta KM 2,5 RT. 48 No. 5",Gn. Samarinda ,Balikpapan Utara,v,x,0,1,1,2021,
996,Bakwan Bintang Malang,Warung,"Jl. Soekarno Hatta KM 2,5 No. 92A RT. 48",Gn. Samarinda ,Balikpapan Utara,v,x,2,9,11,2021,
997,Depot Ekstra,Warung,Jl. Soekarno Hatta RT.14 No. 6,Gn. Samarinda ,Balikpapan Utara,x,x,0,4,4,2021,
998,Bakso & Mie Ayam Cak Kul,Warung,Jl. Soekarno Hatta KM. 2,Gn. Samarinda ,Balikpapan Utara,v,x,2,1,3,2021,
999,Wing Kremes,Warung,Jl. Soekarno Hatta KM. 2,Gn. Samarinda ,Balikpapan Utara,x,v,0,1,1,2021,
1000,Warung Makan Yusri,Warung,Jl. Inpres IV RT. 10 No. 53,Muara Rapak,Balikpapan Utara,x,v,0,1,1,2021,
1001,Bakso Cak Guder,Warung,Jl. Padat Karya RT. 17,Muara Rapak,Balikpapan Utara,x,v,1,1,2,2021,
1002,Soto Ayam Mantul,Warung,Jl. Soekarno Hatta KM. 2,Gn. Samarinda ,Balikpapan Utara,x,v,0,1,1,2021,
1003,Soto Lamongan Bapak Jali,Warung,Jl. Soekarno Hatta KM. 2 RT. 10,Muara Rapak,Balikpapan Utara,x,v,1,0,1,2021,
1004,Warung Nasi Campur,Warung,Jl. Soekarno Hatta KM. 2 RT. 10,Muara Rapak,Balikpapan Utara,x,v,0,1,1,2021,
1005,Ayam Geprek Aselolee,Warung,JL. A.W Syahrani No. 68 RT. 9,Batu Ampar,Balikpapan Utara,x,v,1,1,2,2021,
1006,Warung Qta,Warung,Jl. Soekarno Hatta RT. 3 No. 3A,Muara Rapak,Balikpapan Utara,x,v,0,1,1,2021,
1007,Mie Ayam Suroboyo,Warung,"Jl. Soekarno Hatta KM 2,5 No, 5",Muara Rapak,Balikpapan Utara,x,v,1,0,1,2021,
1008,Warung Ojo Lali,Warung,"Jl. Soekarno Hatta KM 2,5",Muara Rapak,Balikpapan Utara,v,x,2,1,3,2021,
1009,Warung Amanah,Warung,Jl. Bangkirai Perumnas No. 93,Batu Ampar,Balikpapan Utara,x,v,1,4,5,2021,
1010,Barokah Malang,Warung,Jl. LKMD RT. 33,Batu Ampar,Balikpapan Utara,v,x,0,1,1,2021,
1011,Kawan Kopi,Warung,Jl. LKMD Perum Sumber Indah RT. 70 No. 10,Batu Ampar,Balikpapan Utara,x,v,2,0,2,2021,
1012,Warung Ibu Rara,Warung,Jl. LKMD No. 17 RT. 35 Perum Sumber Indah,Batu Ampar,Balikpapan Utara,v,x,0,1,1,2021,
1013,Bakso & Mie Ayam Rizky,Warung,Jl. Perintis RT. 40 No.51,Batu Ampar,Balikpapan Utara,v,x,1,0,1,2021,
1014,Warung Prasmanan Chasanah Bangil,Warung,Jl. Peintis RT. 40 No. 51,Batu Ampar,Balikpapan Utara,v,x,0,3,3,2021,
1015,Metro 7,Warung,Perum Sumber Indah Blok L1 No. 6,Batu Ampar,Balikpapan Utara,x,v,0,1,1,2021,
1016,Mie Ayam Bakso Eco,Warung,Jl. A.W Syahrani No. 193 RT. 19,Batu Ampar,Balikpapan Utara,x,v,1,0,1,2021,
1017,Teras Karaeng,Warung,Jl. A.W Syahrani Gang Rahayu RT. 39,Batu Ampar,Balikpapan Utara,x,v,1,1,2,2021,
1018,Warung Banyuwangi,Warung,Jl. A.W Syahrani,Batu Ampar,Balikpapan Utara,v,x,0,3,3,2021,
1019,Warung Mba Tun,Warung,Jl. A.W Syahrani RT. 043,Batu Ampar,Balikpapan Utara,x,v,1,1,2,2021,
1020,Bebek Ayam Dulur,Warung,Jl. A.W Syahrani No. 27,Batu Ampar,Balikpapan Utara,x,v,1,0,1,2021,
1021,Nasi Goreng Ngawi,Warung,"Jl. Soekarno Hatta KM 4,5",Batu Ampar,Balikpapan Utara,x,v,1,0,1,2021,
1022,Ayam Geprek Huzelanan,Warung,Jl. MT Haryono Rt 42 no 57,Graha Indah,Balikpapan Utara,v,x,1,1,2,2021,
1023,Warung Banjar,Warung,Jl. MT Haryono Rt 42,Graha Indah,Balikpapan Utara,x,v,0,3,3,2021,
1024,Depot Mandiri,Warung,Jl. MT haryono no 41 rt 42,Graha Indah,Balikpapan Utara,v,x,2,3,5,2021,
1025,Bakso Dewa Dewi,Warung,"Jl. Soekarno Hatta KM 9,5 Rt 08",Karang Joang,Balikpapan Utara,v,x,3,0,3,2021,
1026,Ayam Geprek Rsud,Warung,Jl.maijen sutoyo no.27,Gn. Sari Ulu,Balikpapan Tengah,x,v,0,1,1,2021,
1027,Warkop Daeng 7,Warung,Jl.maijen sutoyo,Gn. Sari Ulu,Balikpapan Tengah,x,v,3,2,5,2021,
1028,Soto Lamongan Pakde,Warung,Jl.maijen sutoyo,Gn. Malang,Balikpapan Kota,x,v,1,0,1,2021,
1029,Soto Banjar,Warung,Jl.beller,Gn. Sari Ulu,Balikpapan Tengah,x,v,1,0,1,2021,
1030,Warung Mba Endang,Warung,Jl.Maijen Sutoyo,Gn. Sari Ulu,Balikpapan Tengah,x,x,0,2,2,2021,
1031,Warung Zahra,Warung,Jl.Maijen Sutoyo,Gn. Sari Ulu,Balikpapan Tengah,x,v,0,2,2,2021,
1032,Bakso Ajeeb,Warung,Jl.beller no.46 rt.48,Sumber Rejo,Balikpapan Tengah,x,x,0,2,2,2021,
1033,Mie Sop Medan,Warung,Jl.beller,Sumber Rejo,Balikpapan Tengah,x,v,0,1,1,2021,
1034,Warkop Borneo,Warung,Jl.di panjaitan,Gn. Sari Ulu,Balikpapan Tengah,x,v,3,3,6,2021,
1035,Bakso Banjar Arema,Warung,Jl.di panjaitan,Gn. Sari Ulu,Balikpapan Tengah,x,v,0,1,1,2021,
1036,Si Do Mampir,Warung,Jl.di panjaitan,Gn. Guntur,Balikpapan Tengah,x,v,2,0,2,2021,
1037,Warung Ayam Goreng Si Jeletok,Warung,Jl.di panjaitan,Gn. Guntur,Balikpapan Tengah,x,v,0,2,2,2021,
1038,Ayam Ngasap Rempah,Warung,Jl.di panjaitan,Gn. Guntur,Balikpapan Tengah,x,v,7,9,16,2021,
1039,Depot Mie Rasa 3,Warung,Jl.di panjaitan,Gn. Guntur,Balikpapan Tengah,x,x,0,2,2,2021,
1040,Bio Chicken Ayam Geprek,Warung,Jl.mayjen s. parman,Gn. Guntur,Balikpapan Tengah,x,x,0,2,2,2021,
1041,Depot M.J Soto Betawi,Warung,Jl.ledjen s parman,Gn. Guntur,Balikpapan Tengah,x,v,1,1,2,2021,
1042,Warung Padang Bu Nur,Warung,Jl.ledjen s parman,Gn. Guntur,Balikpapan Tengah,x,v,0,4,4,2021,
1043,Nasi Goreng Urang Awak,Warung,Jl.mayjen s. parman,Gn. Guntur,Balikpapan Tengah,x,v,1,1,2,2021,
1044,Warung Nevi,Warung,Jl.mayjen s. parman,Gn. Guntur,Balikpapan Tengah,x,v,3,0,3,2021,
1045,Warung Makan Acil Banjar,Warung,Jl.ledjen s parman,Gn. Guntur,Balikpapan Tengah,x,x,2,1,3,2021,
1046,Bakso Mie Ayam,Warung,Jl.mayjen s. parman,Gn. Guntur,Balikpapan Tengah,x,v,2,0,2,2021,
1047,Nasi Goreng Arema,Warung,Jl.ahmad yani,Gn. Sari Ulu,Balikpapan Tengah,x,x,2,2,4,2021,
1048,Ayam Penyet Kalimah,Warung,Jl.medjen sutoyo,Gn. Sari Ulu,Balikpapan Tengah,x,x,0,2,2,2021,
1049,Bubur Ayam Babe Haji,Warung,Jl.medjen sutoyo,Gn. Sari Ulu,Balikpapan Tengah,x,x,0,3,3,2021,
1050,Warung Makan Linda,Warung,Jl.s. Pratman,Gn. Sari Ulu,Balikpapan Tengah,x,x,0,3,3,2021,
1051,Warung Bakso Idola,Warung,Jl. S. Pratman,Gn. Sari Ulu,Balikpapan Tengah,x,v,1,1,2,2021,
1052,Warung Rizki Jaya,Warung,Jl. S. Pratman,Gn. Sari Ulu,Balikpapan Tengah,x,v,1,1,2,2021,
1053,Nasgor Waluyo,Warung,Jl. S. Pratman,Gn. Sari Ulu,Balikpapan Tengah,x,x,0,3,3,2021,
1054,Arema Gunung Guntur,Warung,Jl. S. Pratman,Gn. Sari Ulu,Balikpapan Tengah,x,x,0,3,3,2021,
1055,Ayam Kremes,Warung,Jk.letjen s prarman rt.31 no.15,Gn. Sari Ulu,Balikpapan Tengah,x,v,3,0,3,2021,
1056,Soto Semarang Rahmat,Warung,Jl.ahmad yani,Gn. Sari Ulu,Balikpapan Tengah,x,x,0,2,2,2021,
1057,Warung Najwa,Warung,Jl.ahmad yani,Gn. Sari Ulu,Balikpapan Tengah,x,x,0,2,2,2021,
1058,Ayam Geprek Mastura,Warung,Jk.letjen s prarman,Gn. Sari Ulu,Balikpapan Tengah,x,x,0,2,2,2021,
1059,Saung Kambing Kang Deni,Warung,Jk.letjen s prarman,Gn. Sari Ulu,Balikpapan Tengah,x,x,0,2,2,2021,
1060,K. J Jajan,Warung,Jk.letjen s prarman,Gn. Sari Ulu,Balikpapan Tengah,x,x,0,2,2,2021,
1061,Mikella Berger,Warung,Jk.letjen s prarman,Gn. Sari Ulu,Balikpapan Tengah,x,x,1,0,1,2021,
1062,Prim'S Italian,Warung,Jk.letjen s prarman,Gn. Sari Ulu,Balikpapan Tengah,x,x,0,2,2,2021,
1063,Kedai Family,Warung,Jl.sumber rejo,Gn. Sari Ulu,Balikpapan Tengah,x,x,0,2,2,2021,
1064,Ayam Nenek Gubel,Warung,Jl.sumber rejo,Gn. Sari Ulu,Balikpapan Tengah,x,x,0,2,2,2021,
1065,Warung Makan Malang,Warung,Jl.sumber rejo,Gn. Sari Ulu,Balikpapan Tengah,x,x,1,2,3,2021,
1066,Tibona,Warung,Jl.sumber rejo,Gn. Sari Ulu,Balikpapan Tengah,x,x,1,0,1,2021,
1067,Warung Makan Mba Win,Warung,Jl.sumber rejo,Gn. Sari Ulu,Balikpapan Tengah,x,x,0,2,2,2021,
1068,Soto Banjar Acil Zubaidah,Warung,Jl. Widya Praja III,Sepinggan Raya,Balikpapan Selatan,v,x,0,2,2,2021,
1069,Warung Sarifah,Warung,Jl Ruhui Rahayu II,Sepinggan Raya,Balikpapan Selatan,x,x,0,2,2,2021,
1070,Mie Ayam Bakso Prayoga,Warung,Jl Ruhui Rahayu II,Sepinggan Raya,Balikpapan Selatan,x,x,0,3,3,2021,
1071,Warung Itik Alabio,Warung,Jl. Marsma R. Iswahyudi RT.23 NO.9A,Sepinggan,Balikpapan Selatan,x,x,1,2,3,2021,
1072,Warung Bu Sular,Warung,Jl. Marsma R. Iswahyudi RT.20,Sepinggan,Balikpapan Selatan,v,x,0,2,2,2021,
1073,Warung Bunda Ros,Warung,Jl. Marsma R. Iswahyudi RT.20,Sepinggan,Balikpapan Selatan,v,x,1,1,2,2021,
1074,Bubur Ayam Bandung Swargi,Warung,Jl. Marsma R. Iswahyudi RT.19 NO. 58,Sepinggan,Balikpapan Selatan,x,v,6,0,6,2021,
1075,Depot Melati,Warung,Jl. Marsma R. Iswahyudi RT.14,Sepinggan,Balikpapan Selatan,x,x,0,3,3,2021,
1076,Molen Mini Mas Bro,Warung,Jl. Abdi Praja VII,Sepinggan Raya,Balikpapan Selatan,x,v,0,2,2,2021,
1077,Bakso Dan Mie Ayam Penasaran,Warung,Jl. Sepinggan Baru RT.17,Sepinggan Raya,Balikpapan Selatan,x,v,0,1,1,2021,
1078,Bfc Kang Nopik,Warung,Jl. Sepinggan Baru RT.02,Sepinggan Raya,Balikpapan Selatan,x,x,0,3,3,2021,
1079,Warung Kirana,Warung,Jl. Sepinggan Baru RT.32,Sepinggan Raya,Balikpapan Selatan,x,x,0,3,3,2021,
1080,Warung Arka Lamongan,Warung,Jl. Ruhui Rahayu II,Sepinggan Raya,Balikpapan Selatan,x,x,2,1,3,2021,
1081,Bakso Anda,Warung,Jl. Soekarno Hatta Km7 RT.37 No.25,Graha Indah,Balikpapan Utara,x,x,1,0,1,2021,
1082,Warung Citarasa,Warung,Jl. Soekarno Hatta Km 10 RT.41 No.1,Graha Indah,Balikpapan Utara,x,x,0,3,3,2021,
1083,Tahu Khas Sumedang,Warung,Jl. Soekarno Hatta Km 10,Karang joang,Balikpapan Utara,x,x,1,0,1,2021,
1084,Warung Soto Sapi Kudus,Warung,Jl. Soekarno Hatta Km 11 RT.10 NO. 95,Karang joang,Balikpapan Utara,x,x,0,2,2,2021,
1085,Warung Kediri,Warung,Jl. Soekarno Hatta Km 11,Karang joang,Balikpapan Utara,x,x,0,1,1,2021,
1086,Warung Asri,Warung,Jl. Soekarno Hatta Km 11,Karang joang,Balikpapan Utara,x,x,1,2,3,2021,
1087,Warung Berkah Arema,Warung,Jl. Sungai wain RT.31,Karang joang,Balikpapan Utara,x,x,0,1,1,2021,
1088,Warung Ardika,Warung,Jl. Soekarno Hatta Km 17 RT.37,Karang joang,Balikpapan Utara,v,x,0,1,1,2021,
1089,Warung Rindang,Warung,Jl. Soekarno Hatta Km 23 RT.42,Karang joang,Balikpapan Utara,x,v,0,1,1,2021,
1090,Warung Jombang,Warung,Jl. Soekarno Hatta Km 15 RT.30,Karang joang,Balikpapan Utara,x,v,0,2,2,2021,
1091,Warung Mama Devi Rbl,Warung,Jl. Soekarno Hatta Km 14 RT. 22,Karang joang,Balikpapan Utara,x,v,0,1,1,2021,
1092,Rumah Makan Uni Net,Warung,Jl. Soekarno Hatta Km 14 RT. 22,Karang joang,Balikpapan Utara,x,v,1,0,1,2021,
1093,Ctm Hj. Kasim Km.13,Warung,Jl. Soekarno Hatta Km 13 dkt tol,Karang joang,Balikpapan Utara,x,v,1,1,2,2021,
1094,Nasi Goreng Ard,Warung,Jl. Wanayasa RT.43 km.10,Karang joang,Balikpapan Utara,x,v,1,1,2,2021,
1095,Warung Rahma Lamongan,Warung,Jl. Soekarno Hatta Km 10 RT.08 NO.38,Karang joang,Balikpapan Utara,x,v,1,0,1,2021,
1096,Warung Makan Moro Seneng,Warung,Jl. Soekarno Hatta Km 15,Karang joang,Balikpapan Utara,v,x,0,3,3,2021,
1097,Soto Lamongan,Warung,Jl. Soekarno Hatta Km 15,Karang joang,Balikpapan Utara,x,v,0,1,1,2021,
1098,Warung Iswati,Warung,Jl. Soekarno Hatta Km 15,Karang joang,Balikpapan Utara,x,v,0,2,2,2021,
